subject,epoch,patch
shhs1-200004,281,8
shhs1-200004,281,9
shhs1-200004,281,10
shhs1-200004,281,11
shhs1-200004,281,12
shhs1-200004,281,13
shhs1-200004,281,14
shhs1-200004,282,0
shhs1-200004,282,1
shhs1-200004,282,2
shhs1-200004,282,3
shhs1-200004,282,4
shhs1-200004,282,5
shhs1-200004,282,6
shhs1-200004,282,7
shhs1-200004,282,8
shhs1-200004,282,9
shhs1-200004,282,10
shhs1-200004,282,11
shhs1-200004,282,12
shhs1-200004,282,13
shhs1-200004,282,14
shhs1-200004,283,0
shhs1-200004,283,1
shhs1-200004,283,2
shhs1-200004,283,3
shhs1-200004,283,4
shhs1-200004,283,5
shhs1-200004,283,6
shhs1-200004,283,7
shhs1-200004,283,8
shhs1-200004,283,9
shhs1-200004,283,10
shhs1-200004,283,11
shhs1-200004,283,12
shhs1-200004,283,13
shhs1-200004,283,14
shhs1-200004,284,0
shhs1-200004,284,1
shhs1-200004,284,2
shhs1-200004,284,3
shhs1-200004,284,4
shhs1-200004,284,5
shhs1-200004,284,6
shhs1-200004,284,7
shhs1-200004,284,8
shhs1-200004,284,9
shhs1-200004,284,10
shhs1-200004,284,11
shhs1-200004,284,12
shhs1-200004,284,13
shhs1-200004,284,14
shhs1-200004,285,0
shhs1-200004,285,1
shhs1-200004,285,2
shhs1-200004,285,3
shhs1-200004,285,4
shhs1-200004,285,5
shhs1-200004,285,6
shhs1-200004,285,7
shhs1-200004,285,8
shhs1-200004,285,9
shhs1-200004,285,10
shhs1-200004,285,11
shhs1-200004,285,12
shhs1-200004,285,13
shhs1-200004,285,14
shhs1-200004,286,0
shhs1-200004,286,1
shhs1-200004,286,2
shhs1-200004,286,3
shhs1-200004,286,4
shhs1-200004,286,5
shhs1-200004,286,6
shhs1-200004,286,7
shhs1-200004,286,8
shhs1-200004,286,9
shhs1-200004,286,10
shhs1-200004,286,11
shhs1-200004,286,12
shhs1-200004,286,13
shhs1-200004,286,14
shhs1-200004,287,0
shhs1-200004,287,1
shhs1-200004,287,2
shhs1-200004,287,3
shhs1-200004,287,4
shhs1-200004,287,5
shhs1-200004,287,6
shhs1-200004,287,7
shhs1-200004,287,8
shhs1-200004,287,9
shhs1-200004,287,10
shhs1-200004,287,11
shhs1-200004,287,12
shhs1-200004,287,13
shhs1-200004,287,14
shhs1-200004,288,0
shhs1-200004,288,1
shhs1-200004,288,2
shhs1-200004,288,3
shhs1-200004,288,4
shhs1-200004,288,5
shhs1-200004,288,6
shhs1-200004,288,7
shhs1-200004,288,8
shhs1-200004,288,9
shhs1-200004,288,10
shhs1-200004,288,11
shhs1-200004,288,12
shhs1-200004,288,13
shhs1-200004,288,14
shhs1-200004,413,0
shhs1-200004,413,1
shhs1-200004,413,2
shhs1-200004,413,3
shhs1-200004,413,4
shhs1-200004,413,5
shhs1-200004,413,6
shhs1-200004,413,7
shhs1-200004,413,8
shhs1-200004,413,9
shhs1-200004,413,10
shhs1-200004,413,11
shhs1-200004,413,12
shhs1-200004,413,13
shhs1-200004,413,14
shhs1-200004,414,0
shhs1-200004,414,1
shhs1-200004,414,2
shhs1-200004,414,3
shhs1-200004,414,4
shhs1-200004,414,5
shhs1-200004,414,6
shhs1-200004,414,7
shhs1-200004,414,8
shhs1-200004,414,9
shhs1-200004,414,10
shhs1-200004,414,11
shhs1-200004,414,12
shhs1-200004,414,13
shhs1-200004,414,14
shhs1-200004,415,0
shhs1-200004,415,1
shhs1-200004,415,2
shhs1-200004,415,3
shhs1-200004,415,4
shhs1-200004,415,5
shhs1-200004,415,6
shhs1-200004,415,7
shhs1-200004,415,8
shhs1-200004,415,9
shhs1-200004,415,10
shhs1-200004,415,11
shhs1-200004,415,12
shhs1-200004,415,13
shhs1-200004,415,14
shhs1-200004,416,0
shhs1-200004,416,1
shhs1-200004,416,2
shhs1-200004,416,3
shhs1-200004,416,4
shhs1-200004,416,5
shhs1-200004,416,6
shhs1-200004,416,7
shhs1-200004,416,8
shhs1-200004,416,9
shhs1-200004,416,10
shhs1-200004,416,11
shhs1-200004,416,12
shhs1-200004,416,13
shhs1-200004,416,14
shhs1-200004,417,0
shhs1-200004,417,1
shhs1-200004,417,2
shhs1-200004,417,3
shhs1-200004,417,4
shhs1-200004,417,5
shhs1-200004,417,6
shhs1-200004,417,7
shhs1-200004,417,8
shhs1-200004,417,9
shhs1-200004,417,10
shhs1-200004,417,11
shhs1-200004,417,12
shhs1-200004,417,13
shhs1-200004,417,14
shhs1-200004,418,0
shhs1-200004,418,1
shhs1-200004,418,2
shhs1-200004,418,3
shhs1-200004,418,4
shhs1-200004,418,5
shhs1-200004,418,6
shhs1-200004,418,7
shhs1-200004,418,8
shhs1-200004,418,9
shhs1-200004,418,10
shhs1-200004,418,11
shhs1-200004,418,12
shhs1-200004,418,13
shhs1-200004,418,14
shhs1-200004,419,0
shhs1-200004,419,1
shhs1-200004,419,2
shhs1-200004,419,3
shhs1-200004,419,4
shhs1-200004,419,5
shhs1-200004,419,6
shhs1-200004,419,7
shhs1-200004,419,8
shhs1-200004,419,9
shhs1-200004,419,10
shhs1-200004,419,11
shhs1-200004,419,12
shhs1-200004,419,13
shhs1-200004,419,14
shhs1-200004,420,0
shhs1-200004,420,1
shhs1-200004,420,2
shhs1-200004,420,3
shhs1-200004,420,4
shhs1-200004,420,5
shhs1-200004,420,6
shhs1-200004,420,7
shhs1-200004,420,8
shhs1-200004,420,9
shhs1-200004,420,10
shhs1-200004,420,11
shhs1-200004,420,12
shhs1-200004,420,13
shhs1-200004,420,14
shhs1-200004,421,0
shhs1-200004,421,1
shhs1-200004,421,2
shhs1-200004,421,3
shhs1-200004,421,4
shhs1-200004,421,5
shhs1-200004,421,6
shhs1-200004,421,7
shhs1-200004,421,8
shhs1-200004,421,9
shhs1-200004,421,10
shhs1-200004,421,11
shhs1-200004,421,12
shhs1-200004,421,13
shhs1-200004,421,14
shhs1-200004,422,0
shhs1-200004,422,1
shhs1-200004,422,2
shhs1-200004,422,3
shhs1-200004,422,4
shhs1-200004,422,5
shhs1-200004,422,6
shhs1-200004,422,7
shhs1-200004,422,8
shhs1-200004,422,9
shhs1-200004,422,10
shhs1-200004,422,11
shhs1-200004,422,12
shhs1-200004,422,13
shhs1-200004,422,14
shhs1-200004,424,0
shhs1-200004,424,1
shhs1-200004,424,2
shhs1-200004,424,3
shhs1-200004,424,4
shhs1-200004,424,5
shhs1-200004,424,6
shhs1-200004,424,7
shhs1-200004,424,8
shhs1-200004,424,9
shhs1-200004,424,10
shhs1-200004,424,11
shhs1-200004,424,12
shhs1-200004,424,13
shhs1-200004,424,14
shhs1-200004,425,0
shhs1-200004,425,1
shhs1-200004,425,2
shhs1-200004,425,3
shhs1-200004,425,4
shhs1-200004,425,5
shhs1-200004,425,6
shhs1-200004,425,7
shhs1-200004,425,8
shhs1-200004,425,9
shhs1-200004,425,10
shhs1-200004,425,11
shhs1-200004,425,12
shhs1-200004,425,13
shhs1-200004,425,14
shhs1-200004,426,0
shhs1-200004,426,1
shhs1-200004,426,2
shhs1-200004,426,3
shhs1-200004,426,4
shhs1-200004,426,5
shhs1-200004,426,6
shhs1-200004,426,7
shhs1-200004,426,8
shhs1-200004,426,9
shhs1-200004,426,10
shhs1-200004,426,11
shhs1-200004,426,12
shhs1-200004,426,13
shhs1-200004,426,14
shhs1-200004,427,0
shhs1-200004,427,1
shhs1-200004,427,2
shhs1-200004,427,3
shhs1-200004,427,4
shhs1-200004,427,5
shhs1-200004,427,6
shhs1-200004,427,7
shhs1-200004,427,8
shhs1-200004,427,9
shhs1-200004,427,10
shhs1-200004,427,11
shhs1-200004,427,12
shhs1-200004,427,13
shhs1-200004,427,14
shhs1-200004,428,0
shhs1-200004,428,1
shhs1-200004,428,2
shhs1-200004,428,3
shhs1-200004,428,4
shhs1-200004,428,5
shhs1-200004,428,6
shhs1-200004,428,7
shhs1-200004,428,8
shhs1-200004,428,9
shhs1-200004,428,10
shhs1-200004,428,11
shhs1-200004,428,12
shhs1-200004,428,13
shhs1-200004,428,14
shhs1-200004,553,0
shhs1-200004,553,1
shhs1-200004,553,2
shhs1-200004,553,3
shhs1-200004,553,4
shhs1-200004,553,5
shhs1-200004,553,6
shhs1-200004,553,7
shhs1-200004,553,8
shhs1-200004,553,9
shhs1-200004,553,10
shhs1-200004,553,11
shhs1-200004,553,12
shhs1-200004,553,13
shhs1-200004,553,14
shhs1-200004,554,0
shhs1-200004,554,1
shhs1-200004,554,2
shhs1-200004,554,3
shhs1-200004,554,4
shhs1-200004,554,5
shhs1-200004,554,6
shhs1-200004,554,7
shhs1-200004,554,8
shhs1-200004,554,9
shhs1-200004,554,10
shhs1-200004,554,11
shhs1-200004,554,12
shhs1-200004,554,13
shhs1-200004,554,14
shhs1-200004,555,0
shhs1-200004,555,1
shhs1-200004,555,2
shhs1-200004,555,3
shhs1-200004,555,4
shhs1-200004,555,5
shhs1-200004,555,6
shhs1-200004,555,7
shhs1-200004,555,8
shhs1-200004,555,9
shhs1-200004,555,10
shhs1-200004,555,11
shhs1-200004,555,12
shhs1-200004,555,13
shhs1-200004,555,14
shhs1-200004,556,0
shhs1-200004,556,1
shhs1-200004,556,2
shhs1-200004,556,3
shhs1-200004,556,4
shhs1-200004,556,5
shhs1-200004,556,6
shhs1-200004,556,7
shhs1-200004,556,8
shhs1-200004,556,9
shhs1-200004,556,10
shhs1-200004,556,11
shhs1-200004,556,12
shhs1-200004,556,13
shhs1-200004,556,14
shhs1-200004,557,0
shhs1-200004,557,1
shhs1-200004,557,2
shhs1-200004,557,3
shhs1-200004,557,4
shhs1-200004,557,5
shhs1-200004,557,6
shhs1-200004,557,7
shhs1-200004,557,8
shhs1-200004,557,9
shhs1-200004,557,10
shhs1-200004,557,11
shhs1-200004,557,12
shhs1-200004,557,13
shhs1-200004,557,14
shhs1-200004,558,0
shhs1-200004,558,1
shhs1-200004,558,2
shhs1-200004,558,3
shhs1-200004,558,4
shhs1-200004,558,5
shhs1-200004,558,6
shhs1-200004,558,7
shhs1-200004,558,8
shhs1-200004,558,9
shhs1-200004,558,10
shhs1-200004,558,11
shhs1-200004,558,12
shhs1-200004,558,13
shhs1-200004,558,14
shhs1-200004,559,0
shhs1-200004,559,1
shhs1-200004,559,2
shhs1-200004,559,3
shhs1-200004,559,4
shhs1-200004,559,5
shhs1-200004,559,6
shhs1-200004,559,7
shhs1-200004,559,8
shhs1-200004,559,9
shhs1-200004,559,10
shhs1-200004,559,11
shhs1-200004,559,12
shhs1-200004,559,13
shhs1-200004,559,14
shhs1-200004,560,0
shhs1-200004,560,1
shhs1-200004,560,2
shhs1-200004,560,3
shhs1-200004,560,4
shhs1-200004,560,5
shhs1-200004,560,6
shhs1-200004,560,7
shhs1-200004,560,8
shhs1-200004,560,9
shhs1-200004,560,10
shhs1-200004,560,11
shhs1-200004,560,12
shhs1-200004,560,13
shhs1-200004,560,14
shhs1-200004,561,0
shhs1-200004,561,1
shhs1-200004,561,2
shhs1-200004,561,3
shhs1-200004,561,4
shhs1-200004,561,5
shhs1-200004,561,6
shhs1-200004,561,7
shhs1-200004,561,8
shhs1-200004,561,9
shhs1-200004,561,10
shhs1-200004,561,11
shhs1-200004,561,12
shhs1-200004,561,13
shhs1-200004,561,14
shhs1-200004,562,0
shhs1-200004,562,1
shhs1-200004,562,2
shhs1-200004,562,3
shhs1-200004,562,4
shhs1-200004,562,5
shhs1-200004,562,6
shhs1-200004,562,7
shhs1-200004,562,8
shhs1-200004,562,9
shhs1-200004,562,10
shhs1-200004,562,11
shhs1-200004,562,12
shhs1-200004,562,13
shhs1-200004,562,14
shhs1-200004,563,0
shhs1-200004,563,1
shhs1-200004,563,2
shhs1-200004,563,3
shhs1-200004,563,4
shhs1-200004,563,5
shhs1-200004,563,6
shhs1-200004,563,7
shhs1-200004,563,8
shhs1-200004,563,9
shhs1-200004,563,10
shhs1-200004,563,11
shhs1-200004,563,12
shhs1-200004,563,13
shhs1-200004,563,14
shhs1-200004,564,0
shhs1-200004,564,1
shhs1-200004,564,2
shhs1-200004,564,3
shhs1-200004,564,4
shhs1-200004,564,5
shhs1-200004,564,6
shhs1-200004,564,7
shhs1-200004,564,8
shhs1-200004,564,9
shhs1-200004,564,10
shhs1-200004,564,11
shhs1-200004,564,12
shhs1-200004,564,13
shhs1-200004,564,14
shhs1-200004,566,0
shhs1-200004,566,1
shhs1-200004,566,2
shhs1-200004,566,3
shhs1-200004,566,4
shhs1-200004,566,5
shhs1-200004,566,6
shhs1-200004,566,7
shhs1-200004,566,8
shhs1-200004,566,9
shhs1-200004,566,10
shhs1-200004,566,11
shhs1-200004,566,12
shhs1-200004,566,13
shhs1-200004,566,14
shhs1-200004,567,0
shhs1-200004,567,1
shhs1-200004,567,2
shhs1-200004,567,3
shhs1-200004,567,4
shhs1-200004,567,5
shhs1-200004,567,6
shhs1-200004,567,7
shhs1-200004,567,8
shhs1-200004,567,9
shhs1-200004,567,10
shhs1-200004,567,11
shhs1-200004,567,12
shhs1-200004,567,13
shhs1-200004,567,14
shhs1-200004,568,0
shhs1-200004,568,1
shhs1-200004,568,2
shhs1-200004,568,3
shhs1-200004,568,4
shhs1-200004,568,5
shhs1-200004,568,6
shhs1-200004,568,7
shhs1-200004,568,8
shhs1-200004,568,9
shhs1-200004,568,10
shhs1-200004,568,11
shhs1-200004,568,12
shhs1-200004,568,13
shhs1-200004,568,14
shhs1-200004,569,0
shhs1-200004,569,1
shhs1-200004,569,2
shhs1-200004,569,3
shhs1-200004,569,4
shhs1-200004,569,5
shhs1-200004,569,6
shhs1-200004,569,7
shhs1-200004,569,8
shhs1-200004,569,9
shhs1-200004,569,10
shhs1-200004,569,11
shhs1-200004,569,12
shhs1-200004,569,13
shhs1-200004,569,14
shhs1-200004,570,0
shhs1-200004,570,1
shhs1-200004,570,2
shhs1-200004,570,3
shhs1-200004,570,4
shhs1-200004,570,5
shhs1-200004,570,6
shhs1-200004,570,7
shhs1-200004,570,8
shhs1-200004,570,9
shhs1-200004,570,10
shhs1-200004,570,11
shhs1-200004,570,12
shhs1-200004,570,13
shhs1-200004,570,14
shhs1-200004,572,0
shhs1-200004,572,1
shhs1-200004,572,2
shhs1-200004,572,3
shhs1-200004,572,4
shhs1-200004,572,5
shhs1-200004,572,6
shhs1-200004,572,7
shhs1-200004,572,8
shhs1-200004,572,9
shhs1-200004,572,10
shhs1-200004,572,11
shhs1-200004,572,12
shhs1-200004,572,13
shhs1-200004,572,14
shhs1-200004,573,0
shhs1-200004,573,1
shhs1-200004,573,2
shhs1-200004,573,3
shhs1-200004,573,4
shhs1-200004,573,5
shhs1-200004,573,6
shhs1-200004,573,7
shhs1-200004,573,8
shhs1-200004,573,9
shhs1-200004,573,10
shhs1-200004,573,11
shhs1-200004,573,12
shhs1-200004,573,13
shhs1-200004,573,14
shhs1-200004,574,0
shhs1-200004,574,1
shhs1-200004,574,2
shhs1-200004,574,3
shhs1-200004,574,4
shhs1-200004,574,5
shhs1-200004,574,6
shhs1-200004,574,7
shhs1-200004,574,8
shhs1-200004,574,9
shhs1-200004,574,10
shhs1-200004,574,11
shhs1-200004,574,12
shhs1-200004,574,13
shhs1-200004,574,14
shhs1-200004,575,0
shhs1-200004,575,1
shhs1-200004,575,2
shhs1-200004,575,3
shhs1-200004,575,4
shhs1-200004,575,5
shhs1-200004,575,6
shhs1-200004,575,7
shhs1-200004,575,8
shhs1-200004,575,9
shhs1-200004,575,10
shhs1-200004,575,11
shhs1-200004,575,12
shhs1-200004,575,13
shhs1-200004,575,14
shhs1-200004,577,0
shhs1-200004,577,1
shhs1-200004,577,2
shhs1-200004,577,3
shhs1-200004,577,4
shhs1-200004,577,5
shhs1-200004,577,6
shhs1-200004,577,7
shhs1-200004,577,8
shhs1-200004,577,9
shhs1-200004,577,10
shhs1-200004,577,11
shhs1-200004,577,12
shhs1-200004,577,13
shhs1-200004,577,14
shhs1-200004,707,0
shhs1-200004,707,1
shhs1-200004,707,2
shhs1-200004,707,3
shhs1-200004,707,4
shhs1-200004,707,5
shhs1-200004,707,6
shhs1-200004,707,7
shhs1-200004,707,8
shhs1-200004,707,9
shhs1-200004,707,10
shhs1-200004,707,11
shhs1-200004,707,12
shhs1-200004,707,13
shhs1-200004,707,14
shhs1-200004,708,0
shhs1-200004,708,1
shhs1-200004,708,2
shhs1-200004,708,3
shhs1-200004,708,4
shhs1-200004,708,5
shhs1-200004,708,6
shhs1-200004,708,7
shhs1-200004,708,8
shhs1-200004,708,9
shhs1-200004,708,10
shhs1-200004,708,11
shhs1-200004,708,12
shhs1-200004,708,13
shhs1-200004,708,14
shhs1-200004,709,0
shhs1-200004,709,1
shhs1-200004,709,2
shhs1-200004,709,3
shhs1-200004,709,4
shhs1-200004,709,5
shhs1-200004,709,6
shhs1-200004,709,7
shhs1-200004,709,8
shhs1-200004,709,9
shhs1-200004,709,10
shhs1-200004,709,11
shhs1-200004,709,12
shhs1-200004,709,13
shhs1-200004,709,14
shhs1-200004,710,0
shhs1-200004,710,1
shhs1-200004,710,2
shhs1-200004,710,3
shhs1-200004,710,4
shhs1-200004,710,5
shhs1-200004,710,6
shhs1-200004,710,7
shhs1-200004,710,8
shhs1-200004,710,9
shhs1-200004,710,10
shhs1-200004,710,11
shhs1-200004,710,12
shhs1-200004,710,13
shhs1-200004,710,14
shhs1-200004,711,0
shhs1-200004,711,1
shhs1-200004,711,2
shhs1-200004,711,3
shhs1-200004,711,4
shhs1-200004,711,5
shhs1-200004,711,6
shhs1-200004,711,7
shhs1-200004,711,8
shhs1-200004,711,9
shhs1-200004,711,10
shhs1-200004,711,11
shhs1-200004,711,12
shhs1-200004,711,13
shhs1-200004,711,14
shhs1-200004,712,0
shhs1-200004,712,1
shhs1-200004,712,2
shhs1-200004,712,3
shhs1-200004,712,4
shhs1-200004,712,5
shhs1-200004,712,6
shhs1-200004,712,7
shhs1-200004,712,8
shhs1-200004,712,9
shhs1-200004,712,10
shhs1-200004,712,11
shhs1-200004,712,12
shhs1-200004,712,13
shhs1-200004,712,14
shhs1-200004,713,0
shhs1-200004,713,1
shhs1-200004,713,2
shhs1-200004,713,3
shhs1-200004,713,4
shhs1-200004,713,5
shhs1-200004,713,6
shhs1-200004,713,7
shhs1-200004,713,8
shhs1-200004,713,9
shhs1-200004,713,10
shhs1-200004,713,11
shhs1-200004,713,12
shhs1-200004,713,13
shhs1-200004,713,14
shhs1-200004,714,0
shhs1-200004,714,1
shhs1-200004,714,2
shhs1-200004,714,3
shhs1-200004,714,4
shhs1-200004,714,5
shhs1-200004,714,6
shhs1-200004,714,7
shhs1-200004,714,8
shhs1-200004,714,9
shhs1-200004,714,10
shhs1-200004,714,11
shhs1-200004,714,12
shhs1-200004,714,13
shhs1-200004,714,14
shhs1-200004,729,0
shhs1-200004,729,1
shhs1-200004,729,2
shhs1-200004,729,3
shhs1-200004,729,4
shhs1-200004,729,5
shhs1-200004,729,6
shhs1-200004,729,7
shhs1-200004,729,8
shhs1-200004,729,9
shhs1-200004,729,10
shhs1-200004,729,11
shhs1-200004,729,12
shhs1-200004,729,13
shhs1-200004,729,14
shhs1-200004,732,0
shhs1-200004,732,1
shhs1-200004,732,2
shhs1-200004,732,3
shhs1-200004,732,4
shhs1-200004,732,5
shhs1-200004,732,6
shhs1-200004,732,7
shhs1-200004,732,8
shhs1-200004,732,9
shhs1-200004,732,10
shhs1-200004,732,11
shhs1-200004,732,12
shhs1-200004,732,13
shhs1-200004,732,14
shhs1-200004,733,0
shhs1-200004,733,1
shhs1-200004,733,2
shhs1-200004,733,3
shhs1-200004,733,4
shhs1-200004,733,5
shhs1-200004,733,6
shhs1-200004,733,7
shhs1-200004,733,8
shhs1-200004,733,9
shhs1-200004,733,10
shhs1-200004,733,11
shhs1-200004,733,12
shhs1-200004,733,13
shhs1-200004,733,14
shhs1-200004,734,0
shhs1-200004,734,1
shhs1-200004,734,2
shhs1-200004,734,3
shhs1-200004,734,4
shhs1-200004,734,5
shhs1-200004,734,6
shhs1-200004,734,7
shhs1-200004,734,8
shhs1-200004,734,9
shhs1-200004,734,10
shhs1-200004,734,11
shhs1-200004,734,12
shhs1-200004,734,13
shhs1-200004,734,14
shhs1-200004,736,0
shhs1-200004,736,1
shhs1-200004,736,2
shhs1-200004,736,3
shhs1-200004,736,4
shhs1-200004,736,5
shhs1-200004,736,6
shhs1-200004,736,7
shhs1-200004,736,8
shhs1-200004,736,9
shhs1-200004,736,10
shhs1-200004,736,11
shhs1-200004,736,12
shhs1-200004,736,13
shhs1-200004,736,14
shhs1-200004,744,0
shhs1-200004,744,1
shhs1-200004,744,2
shhs1-200004,744,3
shhs1-200004,744,4
shhs1-200004,744,5
shhs1-200004,744,6
shhs1-200004,744,7
shhs1-200004,744,8
shhs1-200004,744,9
shhs1-200004,744,10
shhs1-200004,744,11
shhs1-200004,744,12
shhs1-200004,744,13
shhs1-200004,744,14
shhs1-200004,745,0
shhs1-200004,745,1
shhs1-200004,745,2
shhs1-200004,745,3
shhs1-200004,745,4
shhs1-200004,745,5
shhs1-200004,745,6
shhs1-200004,745,7
shhs1-200004,745,8
shhs1-200004,745,9
shhs1-200004,745,10
shhs1-200004,745,11
shhs1-200004,745,12
shhs1-200004,745,13
shhs1-200004,745,14
shhs1-200004,747,0
shhs1-200004,747,1
shhs1-200004,747,2
shhs1-200004,747,3
shhs1-200004,747,4
shhs1-200004,747,5
shhs1-200004,747,6
shhs1-200004,747,7
shhs1-200004,747,8
shhs1-200004,747,9
shhs1-200004,747,10
shhs1-200004,747,11
shhs1-200004,747,12
shhs1-200004,747,13
shhs1-200004,747,14
shhs1-200004,748,0
shhs1-200004,748,1
shhs1-200004,748,2
shhs1-200004,748,3
shhs1-200004,748,4
shhs1-200004,748,5
shhs1-200004,748,6
shhs1-200004,748,7
shhs1-200004,748,8
shhs1-200004,748,9
shhs1-200004,748,10
shhs1-200004,748,11
shhs1-200004,748,12
shhs1-200004,748,13
shhs1-200004,748,14
shhs1-200005,273,0
shhs1-200005,273,1
shhs1-200005,273,2
shhs1-200005,273,3
shhs1-200005,273,4
shhs1-200005,273,5
shhs1-200005,273,6
shhs1-200005,273,7
shhs1-200005,273,8
shhs1-200005,273,9
shhs1-200005,273,10
shhs1-200005,273,11
shhs1-200005,273,12
shhs1-200005,273,13
shhs1-200005,273,14
shhs1-200005,274,0
shhs1-200005,274,1
shhs1-200005,274,2
shhs1-200005,274,3
shhs1-200005,274,4
shhs1-200005,274,5
shhs1-200005,274,6
shhs1-200005,274,7
shhs1-200005,274,8
shhs1-200005,274,9
shhs1-200005,274,10
shhs1-200005,274,11
shhs1-200005,274,12
shhs1-200005,274,13
shhs1-200005,274,14
shhs1-200005,275,0
shhs1-200005,275,1
shhs1-200005,275,2
shhs1-200005,275,3
shhs1-200005,275,4
shhs1-200005,275,5
shhs1-200005,275,6
shhs1-200005,275,7
shhs1-200005,275,8
shhs1-200005,275,9
shhs1-200005,275,10
shhs1-200005,275,11
shhs1-200005,275,12
shhs1-200005,275,13
shhs1-200005,275,14
shhs1-200005,276,0
shhs1-200005,276,1
shhs1-200005,276,2
shhs1-200005,276,3
shhs1-200005,276,4
shhs1-200005,276,5
shhs1-200005,276,6
shhs1-200005,276,7
shhs1-200005,276,8
shhs1-200005,276,9
shhs1-200005,276,10
shhs1-200005,276,11
shhs1-200005,276,12
shhs1-200005,276,13
shhs1-200005,276,14
shhs1-200005,277,0
shhs1-200005,277,1
shhs1-200005,277,2
shhs1-200005,277,3
shhs1-200005,277,4
shhs1-200005,277,5
shhs1-200005,277,6
shhs1-200005,277,7
shhs1-200005,277,8
shhs1-200005,277,9
shhs1-200005,277,10
shhs1-200005,277,11
shhs1-200005,277,12
shhs1-200005,277,13
shhs1-200005,277,14
shhs1-200005,278,0
shhs1-200005,278,1
shhs1-200005,278,2
shhs1-200005,278,3
shhs1-200005,278,4
shhs1-200005,278,5
shhs1-200005,278,6
shhs1-200005,278,7
shhs1-200005,278,8
shhs1-200005,278,9
shhs1-200005,278,10
shhs1-200005,278,11
shhs1-200005,278,12
shhs1-200005,278,13
shhs1-200005,278,14
shhs1-200005,279,0
shhs1-200005,279,1
shhs1-200005,279,2
shhs1-200005,279,3
shhs1-200005,279,4
shhs1-200005,279,5
shhs1-200005,279,6
shhs1-200005,279,7
shhs1-200005,279,8
shhs1-200005,279,9
shhs1-200005,279,10
shhs1-200005,279,11
shhs1-200005,279,12
shhs1-200005,279,13
shhs1-200005,279,14
shhs1-200005,280,0
shhs1-200005,280,1
shhs1-200005,280,2
shhs1-200005,280,3
shhs1-200005,280,4
shhs1-200005,280,5
shhs1-200005,280,6
shhs1-200005,280,7
shhs1-200005,280,8
shhs1-200005,280,9
shhs1-200005,280,10
shhs1-200005,280,11
shhs1-200005,280,12
shhs1-200005,280,13
shhs1-200005,280,14
shhs1-200005,281,0
shhs1-200005,281,1
shhs1-200005,281,2
shhs1-200005,281,3
shhs1-200005,281,4
shhs1-200005,281,5
shhs1-200005,281,6
shhs1-200005,281,7
shhs1-200005,281,8
shhs1-200005,281,9
shhs1-200005,281,10
shhs1-200005,281,11
shhs1-200005,281,12
shhs1-200005,281,13
shhs1-200005,281,14
shhs1-200005,282,0
shhs1-200005,282,1
shhs1-200005,282,2
shhs1-200005,282,3
shhs1-200005,282,4
shhs1-200005,282,5
shhs1-200005,282,6
shhs1-200005,282,7
shhs1-200005,282,8
shhs1-200005,282,9
shhs1-200005,282,10
shhs1-200005,282,11
shhs1-200005,282,12
shhs1-200005,282,13
shhs1-200005,282,14
shhs1-200005,283,0
shhs1-200005,283,1
shhs1-200005,283,2
shhs1-200005,283,3
shhs1-200005,283,4
shhs1-200005,283,5
shhs1-200005,283,6
shhs1-200005,283,7
shhs1-200005,283,8
shhs1-200005,283,9
shhs1-200005,283,10
shhs1-200005,283,11
shhs1-200005,283,12
shhs1-200005,283,13
shhs1-200005,283,14
shhs1-200005,284,0
shhs1-200005,284,1
shhs1-200005,284,2
shhs1-200005,284,3
shhs1-200005,284,4
shhs1-200005,284,5
shhs1-200005,284,6
shhs1-200005,284,7
shhs1-200005,284,8
shhs1-200005,284,9
shhs1-200005,284,10
shhs1-200005,284,11
shhs1-200005,284,12
shhs1-200005,284,13
shhs1-200005,284,14
shhs1-200005,285,0
shhs1-200005,285,1
shhs1-200005,285,2
shhs1-200005,285,3
shhs1-200005,285,4
shhs1-200005,285,5
shhs1-200005,285,6
shhs1-200005,285,7
shhs1-200005,285,8
shhs1-200005,285,9
shhs1-200005,285,10
shhs1-200005,285,11
shhs1-200005,285,12
shhs1-200005,285,13
shhs1-200005,285,14
shhs1-200005,286,0
shhs1-200005,286,1
shhs1-200005,286,2
shhs1-200005,286,3
shhs1-200005,286,4
shhs1-200005,286,5
shhs1-200005,286,6
shhs1-200005,286,7
shhs1-200005,286,8
shhs1-200005,286,9
shhs1-200005,286,10
shhs1-200005,286,11
shhs1-200005,286,12
shhs1-200005,286,13
shhs1-200005,286,14
shhs1-200005,287,0
shhs1-200005,287,1
shhs1-200005,287,2
shhs1-200005,287,3
shhs1-200005,287,4
shhs1-200005,287,5
shhs1-200005,287,6
shhs1-200005,287,7
shhs1-200005,287,8
shhs1-200005,287,9
shhs1-200005,287,10
shhs1-200005,287,11
shhs1-200005,287,12
shhs1-200005,287,13
shhs1-200005,287,14
shhs1-200005,288,0
shhs1-200005,288,1
shhs1-200005,288,2
shhs1-200005,288,3
shhs1-200005,288,4
shhs1-200005,288,5
shhs1-200005,288,6
shhs1-200005,288,7
shhs1-200005,288,8
shhs1-200005,288,9
shhs1-200005,288,10
shhs1-200005,288,11
shhs1-200005,288,12
shhs1-200005,288,13
shhs1-200005,288,14
shhs1-200005,289,0
shhs1-200005,289,1
shhs1-200005,289,2
